Policy_ID,Policy_Start_Date,Incident_Date,Customer_Age,Gender,Education,State,Driver_Experience,Previous_Claims,Traffic_Violations,At_Fault,Vehicle_Make,Vehicle_Type,Vehicle_Age,Vehicle_Value,Policy_Type,Annual_Premium,Deductible,Incident_Type,Injury_Severity,Num_Vehicles_Involved,Police_Report_Filed,Witnesses,Claim_Amount,Claim_Status,Processing_Days,Settlement_Amount,Fraud_Flag
POL04439,2022-11-10,2023-11-18,61,Male,High School,Tamil Nadu,43,0,1,No,Hyundai,Sedan,5,1828971,Standard,822.57,1000,Theft,Severe,3,Yes,4,1676385.12,Under Review,87,0.0,0
POL04440,2020-02-11,2021-05-04,38,Male,High School,Maharashtra,20,4,1,Yes,Tata,Truck,6,2781114,Third-Party,800.0,2500,Collision,Moderate,1,Yes,0,1046535.45,Pending,48,0.0,0
POL04441,2020-06-21,2021-01-10,59,Female,High School,Telangana,41,1,1,Yes,Toyota,SUV,13,1538684,Comprehensive,1716.92,5000,Fire,None,4,Yes,0,289041.91,Rejected,116,0.0,0
POL04442,2018-12-31,2019-07-18,27,Male,Bachelor,Karnataka,9,0,0,Yes,Kia,Sedan,7,1714023,Third-Party,800.0,10000,Collision,None,4,Yes,1,747208.2,Under Review,92,0.0,0
POL04443,2018-06-12,2019-03-14,40,Male,Master,Telangana,22,2,1,No,Volkswagen,SUV,11,1179703,Comprehensive,1323.38,5000,Theft,None,2,No,1,590627.68,Pending,75,0.0,0
POL04444,2020-12-07,2022-03-04,20,Male,Bachelor,West Bengal,2,1,1,Yes,Ford,Sedan,17,1042150,Comprehensive,1167.7,2500,Natural Disaster,Moderate,4,Yes,5,90329.59,Approved,32,67918.9,0
POL04445,2019-05-26,2019-09-22,49,Male,Bachelor,Maharashtra,31,0,0,No,Toyota,Sedan,13,1346864,Standard,911.49,5000,Theft,None,1,Yes,2,1190887.72,Pending,117,0.0,0
POL04446,2021-09-14,2021-12-01,37,Male,High School,UP,19,3,0,Yes,Ford,Coupe,0,1936525,Standard,800.0,1000,Collision,Fatal,2,Yes,0,475753.23,Rejected,61,0.0,1
POL04447,2018-04-26,2019-08-14,27,Male,Bachelor,Punjab,9,0,3,No,Honda,Hatchback,3,2594131,Standard,1021.47,1000,Collision,Moderate,1,No,3,1428046.95,Approved,11,1266823.56,0
POL04448,2020-07-29,2021-06-17,46,Female,High School,Delhi,28,1,1,Yes,Mahindra,Sedan,16,2783267,Standard,917.94,10000,Fire,None,3,No,3,563636.76,Pending,105,0.0,0
POL04449,2018-12-03,2020-02-12,58,Female,Bachelor,Punjab,40,1,1,Yes,Volkswagen,Van,17,2599759,Standard,933.3,10000,Vandalism,None,2,No,1,1806247.8,Approved,43,1307299.81,0
POL04450,2020-05-30,2020-11-25,69,Male,Bachelor,Punjab,50,0,2,No,BMW,Sedan,18,2726605,Basic,800.0,2500,Natural Disaster,Minor,4,No,5,457077.28,Approved,24,438448.44,0
POL04451,2020-01-07,2020-06-16,68,Female,Bachelor,Telangana,50,0,0,Yes,Mahindra,SUV,3,2284142,Standard,1760.33,2500,Hit & Run,None,1,Yes,0,927620.3,Under Review,59,0.0,0
POL04452,2020-04-19,2021-07-25,63,Female,High School,Gujarat,45,0,1,Yes,Ford,Sedan,5,1931914,Comprehensive,1682.92,2500,Natural Disaster,Moderate,2,Yes,4,816524.68,Approved,12,520073.97,0
POL04453,2018-05-27,2018-08-23,51,Male,High School,Delhi,33,0,0,No,Maruti,Sedan,7,2738710,Third-Party,800.0,2500,Collision,Moderate,2,No,5,1495868.19,Rejected,59,0.0,0
POL04454,2022-05-18,2023-09-16,54,Male,Bachelor,West Bengal,36,0,1,Yes,Mahindra,Sedan,14,2993300,Comprehensive,989.45,5000,Theft,Minor,4,No,1,2310516.07,Pending,71,0.0,1
POL04455,2021-09-08,2022-08-27,37,Female,Master,Delhi,19,1,0,Yes,Mahindra,Truck,19,1042781,Standard,1067.69,2500,Flood,None,1,Yes,1,595765.81,Approved,19,486787.03,0
POL04456,2019-03-19,2019-11-02,25,Female,Master,UP,7,1,0,No,Hyundai,Convertible,0,1165357,Standard,1009.06,5000,Collision,Minor,3,Yes,5,775565.48,Approved,21,637301.45,0
POL04457,2020-04-16,2020-12-16,24,Male,Master,UP,6,2,0,No,Maruti,Coupe,4,1673830,Standard,958.48,2500,Vandalism,Minor,4,No,3,247683.35,Approved,31,216756.28,0
POL04458,2020-11-02,2021-12-22,23,Male,PhD,UP,5,0,1,Yes,Ford,Hatchback,15,1265942,Standard,800.0,10000,Vandalism,Severe,2,No,5,190101.82,Under Review,22,0.0,0
POL04459,2020-07-31,2020-10-17,28,Male,Bachelor,Maharashtra,10,1,1,No,BMW,Hatchback,5,1828795,Third-Party,800.0,2500,Hit & Run,Moderate,1,Yes,5,1075007.8,Rejected,66,0.0,0
POL04460,2022-02-26,2022-11-14,61,Non-Binary,Bachelor,Gujarat,43,0,0,Yes,Maruti,SUV,9,2006326,Basic,1302.85,2500,Theft,Minor,2,Yes,4,1906009.7,Rejected,114,0.0,1
POL04461,2022-09-21,2023-06-24,35,Male,High School,Maharashtra,17,0,0,Yes,Ford,SUV,9,654789,Standard,1657.88,10000,Collision,None,4,No,4,285862.07,Under Review,61,0.0,0
POL04462,2018-10-14,2019-11-29,68,Non-Binary,Bachelor,UP,50,1,0,Yes,Mahindra,Hatchback,4,995039,Comprehensive,1472.24,1000,Natural Disaster,Fatal,3,No,3,656682.96,Approved,59,570342.02,0
POL04463,2019-12-21,2020-09-14,59,Male,Bachelor,West Bengal,41,1,1,Yes,Ford,Convertible,7,1688374,Standard,1102.57,10000,Hit & Run,Minor,3,No,3,490678.71,Rejected,24,0.0,0
POL04464,2021-02-11,2022-05-01,74,Male,Master,UP,50,0,0,No,Kia,Sedan,0,1151942,Third-Party,800.0,0,Flood,None,1,Yes,3,864838.51,Rejected,103,0.0,1
POL04465,2019-04-25,2020-05-25,46,Male,Bachelor,Maharashtra,28,1,1,No,BMW,SUV,4,852300,Standard,1021.69,2500,Collision,Minor,3,Yes,4,565546.85,Approved,24,352582.83,0
POL04466,2018-01-22,2018-08-07,42,Female,Bachelor,Delhi,24,2,1,No,Honda,SUV,0,2558525,Third-Party,1161.07,0,Collision,Moderate,2,Yes,4,1328162.37,Pending,84,0.0,0
POL04467,2021-10-04,2021-12-20,38,Male,Bachelor,Punjab,20,2,2,Yes,Maruti,SUV,6,2267886,Comprehensive,1398.05,1000,Theft,Minor,3,Yes,1,1572173.3,Approved,29,1003187.78,0
POL04468,2022-10-16,2023-01-04,63,Male,Bachelor,Delhi,45,0,0,No,Kia,Hatchback,14,749324,Basic,800.0,2500,Collision,Moderate,3,No,2,297210.6,Approved,51,260611.89,0
POL04469,2019-11-14,2020-10-07,20,Female,Bachelor,UP,2,1,2,No,Volkswagen,SUV,13,2255309,Standard,800.0,1000,Vandalism,Minor,3,Yes,1,619097.47,Approved,25,601326.4,0
POL04470,2022-05-09,2022-09-13,35,Non-Binary,Master,Tamil Nadu,17,2,2,Yes,Volkswagen,Sedan,8,1763798,Basic,800.0,10000,Collision,Minor,2,Yes,0,689186.13,Pending,37,0.0,0
POL04471,2020-06-24,2021-10-05,41,Male,High School,Delhi,23,1,0,No,Honda,SUV,7,320322,Standard,1107.39,5000,Collision,Minor,3,No,5,30622.63,Approved,21,25329.57,0
POL04472,2018-11-16,2019-07-19,64,Male,Master,Rajasthan,46,0,0,Yes,BMW,Hatchback,7,1099663,Third-Party,800.0,5000,Collision,Minor,2,Yes,5,147751.56,Approved,40,138285.22,0
POL04473,2018-05-06,2018-11-28,55,Female,PhD,Punjab,37,0,0,No,Hyundai,SUV,2,2292817,Comprehensive,1400.1,10000,Collision,None,1,Yes,2,507438.88,Approved,38,505868.49,0
POL04474,2018-10-04,2019-11-17,27,Female,Bachelor,Rajasthan,9,0,1,Yes,Kia,Coupe,19,1023829,Comprehensive,800.0,2500,Collision,Minor,2,No,4,790302.56,Rejected,57,0.0,1
POL04475,2021-05-12,2021-08-29,44,Male,Bachelor,Punjab,26,0,0,Yes,Mahindra,SUV,3,1225403,Standard,1231.92,1000,Fire,Fatal,2,Yes,5,615626.82,Approved,52,518808.85,0
POL04476,2018-07-13,2019-02-12,29,Female,Master,Gujarat,11,0,0,No,Hyundai,Sedan,16,473228,Standard,800.0,5000,Natural Disaster,Moderate,1,No,1,208762.62,Approved,14,208553.5,0
POL04477,2022-09-01,2023-10-02,24,Male,Bachelor,Rajasthan,6,0,1,No,Maruti,SUV,5,2674929,Standard,1163.7,2500,Collision,None,3,Yes,4,1266702.27,Under Review,87,0.0,0
POL04478,2022-08-15,2023-12-18,34,Female,High School,Delhi,16,0,0,No,Kia,Sedan,1,1579872,Basic,800.0,1000,Collision,Severe,3,No,2,757391.48,Pending,73,0.0,0
POL04479,2022-04-20,2023-06-22,18,Male,Master,Punjab,0,0,0,Yes,BMW,Sedan,8,2880617,Basic,800.0,1000,Collision,Severe,1,No,5,389925.83,Approved,15,249190.01,0
POL04480,2019-11-27,2020-01-22,67,Female,Bachelor,Gujarat,49,0,1,No,Honda,SUV,13,2482843,Standard,1117.07,2500,Vandalism,None,3,Yes,4,767754.5,Rejected,64,0.0,0
POL04481,2021-08-02,2022-11-26,43,Male,High School,Telangana,25,0,3,Yes,Hyundai,Hatchback,0,2605283,Standard,941.39,1000,Collision,None,3,Yes,5,277784.89,Pending,92,0.0,0
POL04482,2018-02-26,2019-07-04,32,Female,Bachelor,Tamil Nadu,14,1,0,Yes,Mahindra,SUV,16,1625353,Standard,1222.46,1000,Collision,Minor,1,No,1,170746.95,Approved,20,150097.4,0
POL04483,2022-10-24,2024-02-13,68,Female,High School,Karnataka,50,0,0,Yes,BMW,Coupe,10,2400434,Third-Party,873.77,2500,Natural Disaster,Minor,3,Yes,2,268515.25,Approved,41,182761.69,0
POL04484,2021-08-19,2022-11-05,50,Male,High School,Gujarat,32,0,0,No,Toyota,SUV,5,1014962,Basic,1210.26,1000,Flood,Moderate,4,Yes,5,773135.5,Under Review,69,0.0,0
POL04485,2021-04-01,2022-06-24,54,Male,Bachelor,Delhi,36,2,1,Yes,Tata,Sedan,0,1273989,Basic,1212.16,5000,Collision,None,1,Yes,1,285755.4,Approved,26,271542.52,0
POL04486,2018-01-19,2018-08-31,64,Male,Bachelor,Delhi,46,0,0,No,Hyundai,Sedan,18,239852,Comprehensive,1108.71,2500,Collision,None,3,No,5,20169.22,Approved,28,18973.09,0
POL04487,2021-10-25,2022-06-25,48,Female,Bachelor,Tamil Nadu,30,1,0,No,Volkswagen,Van,15,2459263,Comprehensive,1056.94,1000,Theft,None,3,Yes,1,1118936.03,Approved,47,911900.99,0
POL04488,2018-09-21,2019-10-24,52,Non-Binary,PhD,Tamil Nadu,34,1,1,No,Honda,SUV,17,1418295,Third-Party,968.74,10000,Vandalism,None,3,Yes,4,759835.38,Approved,48,559184.89,0
POL04489,2020-03-04,2021-03-10,18,Female,Master,Gujarat,0,0,0,No,Ford,SUV,10,2500892,Standard,1006.64,1000,Natural Disaster,None,4,Yes,2,1352475.71,Approved,44,1266954.42,0
POL04490,2018-04-23,2018-09-13,25,Male,High School,UP,7,2,0,No,Volkswagen,Sedan,8,221097,Basic,800.0,2500,Theft,Minor,3,Yes,4,149908.5,Approved,43,134442.73,0
POL04491,2022-02-20,2022-11-18,29,Female,High School,Tamil Nadu,11,1,0,No,Volkswagen,Truck,5,2236389,Third-Party,1007.01,2500,Collision,Minor,1,Yes,5,614066.05,Pending,58,0.0,0
POL04492,2021-09-12,2022-02-12,71,Male,Bachelor,UP,50,1,0,Yes,Hyundai,Hatchback,1,1274263,Third-Party,1072.97,1000,Collision,None,4,No,2,410611.06,Pending,86,0.0,0
POL04493,2019-06-26,2020-05-25,74,Male,Bachelor,Telangana,50,0,1,No,BMW,SUV,7,2115862,Third-Party,1121.49,2500,Flood,Minor,2,No,0,705929.75,Rejected,25,0.0,1
POL04494,2019-10-09,2020-01-22,36,Male,Master,Delhi,18,0,1,No,Kia,Hatchback,15,742612,Third-Party,800.0,0,Collision,None,2,Yes,0,501610.2,Approved,37,415178.68,0
POL04495,2019-08-02,2020-07-07,42,Male,Bachelor,Gujarat,24,0,1,Yes,Kia,SUV,7,1394819,Basic,800.0,1000,Natural Disaster,Minor,1,No,2,1119723.9,Under Review,104,0.0,1
POL04496,2020-12-24,2022-05-06,74,Female,High School,Tamil Nadu,50,0,0,Yes,Tata,Sedan,7,1787984,Third-Party,800.0,5000,Flood,None,1,No,4,932880.15,Approved,31,565894.74,0
POL04497,2021-08-08,2022-07-15,49,Female,Bachelor,Telangana,31,0,0,Yes,Honda,Truck,13,672124,Third-Party,1123.94,1000,Theft,None,3,No,3,517308.35,Under Review,42,0.0,1
POL04498,2018-01-25,2018-09-07,29,Male,Master,Gujarat,11,1,1,No,Hyundai,Convertible,0,1395909,Comprehensive,1088.7,0,Theft,None,3,Yes,2,953216.93,Approved,38,805223.49,0
POL04499,2022-04-22,2023-05-07,30,Male,PhD,Punjab,12,1,0,No,Tata,Hatchback,6,2027895,Comprehensive,1316.09,5000,Collision,None,4,Yes,1,1441369.9,Approved,49,1010733.29,0
POL04500,2018-01-01,2018-03-15,45,Male,High School,Karnataka,27,1,1,No,Tata,Sedan,1,1854479,Comprehensive,1257.54,5000,Hit & Run,Minor,4,Yes,0,228260.08,Pending,71,0.0,0
POL04501,2020-06-29,2021-09-16,18,Female,Bachelor,Punjab,0,1,0,No,Mahindra,Sedan,14,1618266,Standard,800.0,2500,Collision,Severe,4,Yes,2,690484.45,Approved,36,433611.95,0
POL04502,2022-04-22,2022-11-23,68,Male,High School,Maharashtra,50,0,1,Yes,BMW,Van,17,919757,Comprehensive,1184.65,10000,Theft,Minor,4,No,2,873769.15,Rejected,77,0.0,1
POL04503,2018-05-21,2019-05-28,23,Male,Bachelor,UP,5,0,1,No,Ford,SUV,3,2203907,Third-Party,800.0,5000,Collision,Minor,2,Yes,2,558895.64,Approved,30,439249.75,0
POL04504,2022-11-03,2023-08-05,25,Female,High School,Maharashtra,7,1,0,Yes,Tata,Truck,17,2206678,Standard,977.2,2500,Collision,None,2,No,1,358375.45,Approved,20,323838.81,0
POL04505,2019-10-10,2021-01-18,21,Female,PhD,West Bengal,3,0,2,No,Tata,Hatchback,4,697346,Comprehensive,874.01,5000,Flood,Severe,1,Yes,4,435813.2,Approved,36,355881.13,0
POL04506,2018-07-07,2018-10-28,22,Female,Bachelor,Telangana,4,1,1,Yes,Volkswagen,Hatchback,15,2768940,Standard,800.0,1000,Fire,None,1,No,3,1455278.32,Approved,37,1326530.18,0
POL04507,2021-02-25,2021-10-19,42,Non-Binary,Master,UP,24,2,1,No,Hyundai,Sedan,12,1317933,Standard,800.0,2500,Collision,None,3,No,1,720947.42,Approved,28,475771.5,0
POL04508,2018-07-20,2019-01-16,39,Female,PhD,Telangana,21,0,0,Yes,Ford,Sedan,8,2941668,Comprehensive,1240.95,10000,Hit & Run,Moderate,3,No,3,2436371.31,Approved,47,1803215.68,1
POL04509,2021-02-24,2021-08-28,45,Male,High School,Punjab,27,1,0,No,Hyundai,SUV,4,2155894,Standard,1386.93,5000,Vandalism,None,3,No,0,670728.74,Rejected,59,0.0,1
POL04510,2018-09-14,2018-10-29,56,Female,Bachelor,Rajasthan,38,1,0,No,BMW,Convertible,7,1301311,Standard,1287.55,1000,Hit & Run,None,2,Yes,3,1097572.05,Approved,56,665408.97,0
POL04511,2022-08-27,2023-03-09,40,Male,Master,UP,22,1,0,Yes,Tata,Sedan,17,734587,Third-Party,800.0,10000,Vandalism,Minor,4,No,3,64098.03,Approved,18,63093.51,0
POL04512,2019-07-01,2020-09-07,21,Female,Bachelor,Delhi,3,2,1,Yes,Honda,Hatchback,2,1405046,Third-Party,800.0,5000,Vandalism,Severe,2,No,0,166430.1,Approved,24,161284.23,1
POL04513,2018-07-13,2019-11-17,69,Male,Bachelor,Telangana,50,1,0,Yes,Tata,Hatchback,5,2283877,Basic,1284.36,0,Fire,None,1,Yes,1,1681117.07,Rejected,89,0.0,1
POL04514,2019-12-04,2020-05-26,21,Female,Bachelor,Delhi,3,2,2,Yes,Volkswagen,SUV,10,1669395,Comprehensive,1294.67,5000,Theft,Minor,2,Yes,1,1177612.41,Rejected,24,0.0,1
POL04515,2021-02-01,2021-04-08,64,Male,Bachelor,Rajasthan,46,0,0,No,Maruti,SUV,13,1063762,Standard,854.73,10000,Collision,Minor,3,Yes,0,353411.24,Approved,44,231538.63,0
POL04516,2022-04-08,2023-04-05,38,Male,Bachelor,Tamil Nadu,20,0,0,Yes,BMW,Hatchback,18,1430151,Standard,800.0,1000,Natural Disaster,Moderate,1,Yes,1,134017.33,Pending,109,0.0,0
POL04517,2021-07-12,2022-09-17,54,Female,Bachelor,Telangana,36,1,1,Yes,Ford,Truck,6,600210,Standard,1262.28,1000,Collision,Severe,2,Yes,4,83611.23,Under Review,36,0.0,0
POL04518,2020-03-12,2021-05-29,73,Male,High School,Maharashtra,50,0,0,No,Volkswagen,SUV,9,1430696,Standard,1710.53,2500,Vandalism,None,4,Yes,5,798495.05,Approved,51,599372.09,0
POL04519,2020-07-30,2020-10-12,58,Female,High School,Telangana,40,1,1,No,Hyundai,Coupe,14,2215151,Standard,867.2,1000,Hit & Run,Moderate,3,Yes,3,1045717.77,Pending,43,0.0,0
POL04520,2021-11-08,2023-01-13,19,Male,High School,Tamil Nadu,1,1,0,Yes,Maruti,SUV,5,1678113,Basic,800.0,2500,Natural Disaster,None,1,Yes,1,1059716.62,Approved,11,726182.0,0
POL04521,2021-07-07,2022-02-27,24,Female,High School,Punjab,6,1,0,No,Toyota,Hatchback,19,910780,Standard,800.0,1000,Flood,None,2,No,3,214492.06,Approved,7,190861.5,0
POL04522,2019-02-18,2019-05-20,66,Female,Bachelor,Gujarat,48,0,0,Yes,Toyota,Sedan,5,2935361,Comprehensive,1611.39,2500,Collision,None,1,Yes,5,2141124.24,Rejected,119,0.0,1
POL04523,2021-10-13,2023-01-05,33,Female,High School,Maharashtra,15,2,0,Yes,Volkswagen,SUV,15,1528440,Basic,1126.91,5000,Flood,Severe,1,Yes,5,442470.46,Under Review,57,0.0,0
POL04524,2021-01-03,2022-01-23,34,Male,High School,Maharashtra,16,0,0,Yes,Ford,Sedan,8,433516,Standard,800.0,5000,Flood,None,2,Yes,1,174426.9,Approved,24,119966.57,0
POL04525,2021-10-10,2023-02-19,37,Male,Master,Rajasthan,19,0,0,Yes,Honda,SUV,18,2259126,Basic,800.0,1000,Flood,Moderate,3,Yes,3,777687.0,Approved,29,572223.01,0
POL04526,2022-05-27,2023-04-29,40,Male,Master,Punjab,22,1,0,No,Toyota,Sedan,17,685758,Standard,973.04,5000,Fire,Severe,2,Yes,0,549034.3,Rejected,51,0.0,1
POL04527,2022-11-30,2023-01-17,51,Female,Master,Maharashtra,33,1,0,Yes,Tata,Coupe,4,985020,Basic,1106.97,2500,Hit & Run,None,4,No,0,696782.89,Approved,50,549699.1,1
POL04528,2020-06-28,2021-07-27,28,Female,PhD,Karnataka,10,4,2,No,Toyota,Hatchback,15,1458449,Standard,800.0,10000,Hit & Run,Moderate,4,Yes,0,587522.26,Pending,30,0.0,0
POL04529,2018-07-07,2019-06-01,51,Female,High School,Delhi,33,0,0,Yes,Volkswagen,Truck,6,1902346,Comprehensive,1421.52,1000,Vandalism,None,3,Yes,4,632709.91,Approved,11,530505.45,0
POL04530,2022-09-05,2022-10-11,50,Male,High School,UP,32,2,0,Yes,Tata,SUV,18,752558,Comprehensive,1441.38,2500,Natural Disaster,Fatal,1,Yes,4,611558.27,Approved,56,467301.08,0
POL04531,2021-08-06,2022-05-11,43,Male,Bachelor,Karnataka,25,0,0,No,Hyundai,Coupe,4,984019,Comprehensive,979.65,1000,Flood,Moderate,3,No,0,218590.82,Under Review,91,0.0,0
POL04532,2018-02-14,2019-05-17,19,Male,Master,Gujarat,1,2,0,Yes,BMW,Coupe,19,50604,Standard,800.0,2500,Theft,Moderate,3,Yes,3,48073.8,Rejected,113,0.0,1
POL04533,2022-05-16,2022-10-09,40,Female,Master,Telangana,22,1,0,No,Tata,SUV,10,1856901,Third-Party,901.74,1000,Collision,Minor,1,Yes,0,567433.4,Pending,70,0.0,0
POL04534,2018-03-24,2018-06-29,58,Male,Bachelor,Punjab,40,0,1,Yes,Tata,SUV,17,401473,Standard,1009.77,10000,Collision,Severe,2,No,0,221740.44,Under Review,116,0.0,1
POL04535,2021-02-20,2021-04-24,39,Male,High School,West Bengal,21,0,2,Yes,Tata,SUV,6,2224146,Basic,1604.47,2500,Collision,None,1,Yes,2,1543044.57,Pending,36,0.0,0
POL04536,2018-12-24,2019-08-04,51,Female,Bachelor,West Bengal,33,1,0,Yes,Ford,Sedan,17,2978897,Third-Party,902.06,10000,Fire,None,3,No,4,2039978.16,Approved,8,1635413.0,0
POL04537,2022-04-01,2023-03-21,32,Male,Bachelor,Karnataka,14,0,0,No,Tata,Convertible,2,2798395,Basic,800.0,2500,Fire,Moderate,4,Yes,4,1679980.92,Approved,23,1161229.04,0
POL04538,2020-12-25,2021-03-19,27,Female,Bachelor,Maharashtra,9,0,2,No,Toyota,SUV,4,2896563,Third-Party,981.96,1000,Flood,Minor,2,No,0,424478.25,Rejected,104,0.0,1
POL04539,2020-07-24,2021-05-15,32,Male,PhD,Telangana,14,1,1,Yes,BMW,SUV,12,421533,Standard,800.0,0,Fire,Severe,2,Yes,0,144312.73,Rejected,28,0.0,0
POL04540,2022-08-08,2022-10-18,59,Male,Bachelor,Punjab,41,0,0,No,Hyundai,Truck,15,121983,Basic,1077.36,2500,Vandalism,None,1,No,2,84333.94,Approved,35,84260.79,0
POL04541,2019-01-10,2019-12-02,46,Male,PhD,Tamil Nadu,28,0,0,No,Maruti,SUV,11,642372,Third-Party,1151.27,10000,Fire,Minor,1,No,2,475462.75,Approved,47,397929.58,1
POL04542,2018-06-11,2019-10-14,74,Female,Bachelor,Telangana,50,0,1,No,Hyundai,Sedan,6,2093691,Basic,868.49,5000,Fire,None,3,Yes,4,379426.36,Approved,52,338012.76,0
POL04543,2022-11-05,2023-07-23,40,Male,Bachelor,UP,22,0,0,Yes,Hyundai,Sedan,12,2735117,Basic,800.0,5000,Collision,Fatal,2,Yes,4,2405610.47,Rejected,108,0.0,1
POL04544,2021-11-04,2023-03-01,34,Male,Master,Rajasthan,16,2,4,Yes,Hyundai,SUV,0,2968237,Standard,1089.85,2500,Hit & Run,Minor,2,No,4,1623934.06,Approved,6,1534165.58,0
POL04545,2022-08-07,2023-09-18,26,Male,Bachelor,Punjab,8,0,1,Yes,Kia,Sedan,14,1950882,Comprehensive,1174.97,0,Fire,Moderate,1,Yes,4,1385586.82,Approved,15,1023506.76,0
POL04546,2021-10-13,2022-12-10,67,Male,Bachelor,Telangana,49,1,0,No,Volkswagen,Hatchback,11,56558,Basic,1137.82,0,Natural Disaster,Moderate,1,No,3,41559.25,Rejected,93,0.0,1
POL04547,2021-04-26,2021-06-04,53,Female,Master,Punjab,35,1,0,Yes,Volkswagen,SUV,16,2341773,Comprehensive,1462.29,5000,Flood,None,4,Yes,0,324249.68,Approved,7,199493.21,0
POL04548,2018-11-18,2019-12-10,26,Male,Master,Tamil Nadu,8,1,1,Yes,Ford,Hatchback,19,63010,Comprehensive,849.84,1000,Theft,Severe,3,No,3,59859.5,Under Review,78,0.0,1
POL04549,2019-03-26,2020-07-11,33,Female,High School,Maharashtra,15,1,0,Yes,Honda,Sedan,4,2107045,Basic,800.0,0,Collision,Minor,4,Yes,1,878870.35,Pending,107,0.0,0
POL04550,2022-02-06,2022-07-13,53,Male,Bachelor,Gujarat,35,1,1,Yes,Volkswagen,Sedan,16,1905662,Comprehensive,940.5,5000,Collision,Severe,3,No,4,548385.28,Approved,48,541306.39,0
POL04551,2020-11-02,2021-05-29,65,Female,Bachelor,Rajasthan,47,1,0,No,Honda,Hatchback,14,1974947,Third-Party,800.0,0,Vandalism,Severe,4,Yes,4,1223525.51,Approved,22,938507.81,0
POL04552,2018-07-03,2019-09-10,68,Female,Master,Rajasthan,50,2,1,Yes,Tata,Sedan,19,1235148,Third-Party,800.0,5000,Vandalism,None,2,Yes,0,618509.96,Pending,82,0.0,0
POL04553,2018-04-21,2019-06-16,50,Female,PhD,Maharashtra,32,1,0,Yes,Hyundai,Truck,18,1913670,Basic,992.79,1000,Collision,Minor,1,Yes,4,1593701.49,Pending,23,0.0,1
POL04554,2019-05-23,2019-12-31,72,Female,High School,UP,50,1,0,Yes,Hyundai,Sedan,0,1097491,Comprehensive,1148.27,1000,Collision,Moderate,3,Yes,4,218458.17,Approved,20,194140.14,0
POL04555,2021-08-06,2021-12-05,48,Male,High School,West Bengal,30,1,1,No,Maruti,Hatchback,3,1722064,Comprehensive,981.16,1000,Fire,Severe,2,Yes,3,908706.73,Rejected,117,0.0,0
POL04556,2018-10-22,2019-11-24,23,Female,PhD,Gujarat,5,1,0,No,Kia,Hatchback,2,1041464,Third-Party,800.0,5000,Hit & Run,Minor,3,Yes,1,802921.35,Rejected,33,0.0,1
POL04557,2022-01-14,2022-10-01,27,Male,Bachelor,Karnataka,9,1,0,Yes,Mahindra,SUV,7,736820,Standard,800.0,2500,Collision,Moderate,2,No,3,66907.19,Approved,31,48857.37,0
POL04558,2020-06-22,2020-10-07,33,Male,High School,Karnataka,15,3,0,Yes,Hyundai,Convertible,8,485000,Standard,1044.12,1000,Natural Disaster,Fatal,3,Yes,2,316532.56,Pending,81,0.0,0
POL04559,2021-05-23,2021-09-14,21,Female,High School,Gujarat,3,0,0,Yes,Hyundai,SUV,11,782744,Basic,1030.87,0,Vandalism,Moderate,1,Yes,4,173957.46,Approved,47,120226.04,0
POL04560,2020-08-31,2020-10-29,71,Male,Bachelor,UP,50,0,1,Yes,Volkswagen,Coupe,4,1344106,Standard,869.2,10000,Natural Disaster,Severe,2,Yes,3,1152706.4,Under Review,26,0.0,1
POL04561,2019-09-24,2020-05-23,39,Female,Bachelor,UP,21,0,0,No,Kia,Sedan,8,2623349,Basic,800.0,5000,Theft,Minor,1,Yes,0,2492181.55,Approved,5,2127267.83,1
POL04562,2022-05-10,2022-07-27,30,Male,Bachelor,Tamil Nadu,12,2,1,No,Kia,SUV,0,541767,Comprehensive,1359.29,2500,Vandalism,None,1,Yes,5,143820.17,Under Review,53,0.0,0
POL04563,2020-11-16,2021-09-06,33,Male,Bachelor,Delhi,15,0,0,No,Honda,Sedan,10,1553231,Basic,800.0,2500,Vandalism,Fatal,2,Yes,1,1400730.36,Approved,16,996844.98,0
POL04564,2022-07-12,2023-01-02,69,Female,Master,Telangana,50,0,0,Yes,Mahindra,Hatchback,6,2583334,Comprehensive,1468.89,2500,Flood,Moderate,3,Yes,5,579384.12,Approved,59,435784.02,0
POL04565,2020-01-03,2020-04-10,46,Female,High School,UP,28,0,0,No,Volkswagen,Hatchback,19,838043,Basic,800.0,5000,Hit & Run,None,3,No,1,269502.62,Rejected,66,0.0,0
POL04566,2021-06-08,2021-09-03,23,Female,High School,Karnataka,5,1,0,Yes,Toyota,SUV,13,1385436,Standard,1202.85,5000,Collision,Fatal,2,No,0,914618.85,Pending,115,0.0,1
POL04567,2022-05-08,2022-12-08,43,Female,Master,Maharashtra,25,1,0,No,BMW,Hatchback,2,1350110,Standard,1118.27,0,Collision,Moderate,2,No,0,678873.7,Approved,13,525315.81,0
POL04568,2018-11-17,2019-02-16,28,Female,Master,Karnataka,10,3,0,Yes,Honda,Coupe,10,348575,Comprehensive,1191.33,5000,Hit & Run,None,4,Yes,4,244154.02,Pending,80,0.0,0
